SetProp, 1E050,   -1E050, 1E050, -1E050, 16777215, 16777215, 0, 4
ClickOn
SetProp, 1E050,   -1E050, 1E050, -1E050, 16777215, 16777215, 1, 0
Xlabel, "X"
Ylabel, "Y"
TxtAlign, 1
KeyClass, 1
ChartCaption, "J1:Power, max=7.33E003"
Line, "Line.temp_sub", "ls_bus", "feederhead", 0, 6,  0, 0, 7.1995579, 0, 1596483, 14274075, 1596483, 14274076, 0, 1, 0, 0, 0, 5, 16, 1
Line, "Line.oh_b13552", "b12541.1", "b13552.1", 192, 2,  0, 0, 7.1995579, 0, 1607506, 14295119, 1607630, 14295379, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.oh_b41869", "b41868.1.2", "b41869.1.2", 256, 4,  0, 0, 7.1995579, 0, 1602710, 14295726, 1602525, 14295763, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.oh_b34986", "b4609.3", "b34986.3", 384, 2,  0, 0, 7.1995579, 0, 1581105, 14286534, 1580875, 14286263, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.oh_g43133", "g43132.3", "g43133.3", 448, 2,  0, 0, 7.1995579, 0, 1595492, 14281313, 1595539, 14281465, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.oh_b18916", "b18915.1.2.3", "b18916.1.2.3", 512, 6,  0, 0, 7.1995579, 0, 1599129, 14287520, 1599261, 14287600, 16711680, 2, 0, 0, 0, 0, 16, 1
Line, "Line.oh_5862128364", "b4833.1.2.3", "5862128364.1.2.3", 704, 6,  0, 0, 7.1995579, 0, 1586296, 14283721, 1586357, 14283684, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.oh_b4784", "b4787.1.2.3", "b4784.1.2.3", 896, 6,  0, 0, 7.1995579, 0, 1583124, 14283585, 1583056, 14283678, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.oh_b45835", "b45833.2", "b45835.2", 1088, 2,  0, 0, 7.1995579, 0, 1590476, 14285882, 1590625, 14286280, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.oh_5925528209a", "5925528209.3", "5925528209a.3", 1152, 2,  0, 0, 7.1995579, 0, 1592457, 14282106, 1592350, 14282136, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.oh_b50640", "6084829720.1", "b50640.1", 1216, 2,  0, 0, 7.1995579, 0, 1608492, 14297200, 1608653, 14297539, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.oh_b4805", "b4806.1.2.3", "b4805.1.2.3", 1280, 6,  0, 0, 7.1995579, 0, 1583523, 14283142, 1583469, 14283195, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.oh_b4710", "b4711.1.2.3", "b4710.1.2.3", 1472, 6,  0, 0, 7.1995579, 0, 1581827, 14286976, 1581727, 14287040, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.oh_b56678", "b56675.2", "b56678.2", 1664, 2,  0, 0, 7.1995579, 0, 1599324, 14297423, 1599515, 14297884, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.oh_b4859", "b4861.1.2.3", "b4859.1.2.3", 1728, 6,  0, 0, 7.1995579, 0, 1583919, 14282755, 1583786, 14282888, 16711680, 4, 0, 0, 0, 0, 16, 1
Line, "Line.oh_b41240", "b10374.1", "b41240.1", 1920, 2,  0, 0, 7.1995579, 0, 1592500, 14273410, 1592384, 14273296, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.oh_b55546", "b55545.3", "b55546.3", 1984, 2,  0, 0, 7.1995579, 0, 1604148, 14290532, 1604212, 14290456, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.oh_b18979", "b18978.3", "b18979.3", 2048, 2,  0, 0, 7.1995579, 0, 1607172, 14292434, 1607303, 14292513, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.oh_b4982", "b4987.1.2.3", "b4982.1.2.3", 2112, 6,  0, 0, 7.1995579, 0, 1590483, 14276415, 1590038, 14276849, 16711680, 5, 0, 0, 0, 0, 16, 1
Line, "Line.oh_b18902", "b18901.1.2.3", "b18902.1.2.3", 2304, 6,  0, 0, 7.1995579, 0, 1597436, 14286712, 1597554, 14286745, 16711680, 2, 0, 0, 0, 0, 16, 1
Line, "Line.oh_b2532", "b2526.1.2.3", "b2532.1.2.3", 2496, 6,  0, 0, 7.1995579, 0, 1593960, 14275167, 1594121, 14275429, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.oh_b60891", "b60890.2", "b60891.2", 2688, 2,  0, 0, 7.1995579, 0, 1599625, 14297437, 1599722, 14297565, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.oh_b47668", "b47667.1.2.3", "b47668.1.2.3", 2752, 6,  0, 0, 7.1995579, 0, 1581627, 14282047, 1581641, 14281850, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.oh_b57845", "b41462.3", "b57845.3", 2944, 2,  0, 0, 7.1995579, 0, 1586256, 14291767, 1586308, 14291830, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.oh_b4891", "b4896.1.2.3", "b4891.1.2.3", 3008, 6,  0, 0, 7.1995579, 0, 1585863, 14280876, 1585586, 14281144, 16711680, 4, 0, 0, 0, 0, 16, 1
Line, "Line.oh_b18858", "b18856.1.2.3", "b18858.1.2.3", 3200, 6,  0, 0, 7.1995579, 0, 1590940, 14284957, 1591227, 14285035, 16711680, 2, 0, 0, 0, 0, 16, 1
Line, "Line.oh_b33451", "b19064.1.3", "b33451.1.3", 3392, 4,  0, 0, 7.1995579, 0, 1579747, 14282037, 1579613, 14281816, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.oh_b61746", "b60403.2", "b61746.2", 3520, 2,  0, 0, 7.1995579, 0, 1598753, 14289461, 1598420, 14289457, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.oh_b56664", "b56663.2", "b56664.2", 3584, 2,  0, 0, 7.1995579, 0, 1598589, 14296751, 1598617, 14296891, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.oh_b39819", "b39817.3", "b39819.3", 3648, 2,  0, 0, 7.1995579, 0, 1602313, 14288490, 1602095, 14288149, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.oh_5851228580", "b16708.3", "5851228580.3", 3712, 2,  0, 0, 7.1995579, 0, 1584906, 14285969, 1585114, 14285812, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.oh_b18971", "b18969.3", "b18971.3", 3776, 2,  0, 0, 7.1995579, 0, 1606030, 14291736, 1606274, 14291884, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.oh_5918528239", "g42392.3", "5918528239.3", 3840, 2,  0, 0, 7.1995579, 0, 1591829, 14282289, 1591845, 14282387, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.oh_b8019", "b19004.3", "b8019.3", 3904, 2,  0, 0, 7.1995579, 0, 1610390, 14294403, 1610699, 14294592, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.oh_b31756", "b2648.3", "b31756.3", 3968, 2,  0, 0, 7.1995579, 0, 1595406, 14277517, 1595728, 14278037, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.oh_b60843", "b60842.3", "b60843.3", 4032, 2,  0, 0, 7.1995579, 0, 1580358, 14276881, 1580203, 14276903, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.oh_6095529388", "b18997.3", "6095529388.3", 4096, 2,  0, 0, 7.1995579, 0, 1609561, 14293897, 1609560, 14293820, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.oh_b44432", "b26169.3", "b44432.3", 4160, 2,  0, 0, 7.1995579, 0, 1586800, 14291347, 1587072, 14291136, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.oh_b52584", "b52582.2", "b52584.2", 4224, 2,  0, 0, 7.1995579, 0, 1597335, 14294472, 1597130, 14293980, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.oh_b41463", "b24504.3", "b41463.3", 4288, 2,  0, 0, 7.1995579, 0, 1585853, 14292073, 1585988, 14291966, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.oh_5905728658", "5906628649.2", "5905728658.2", 4352, 2,  0, 0, 7.1995579, 0, 1590660, 14286502, 1590573, 14286588, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.oh_b24227", "b15845.3", "b24227.3", 4416, 2,  0, 0, 7.1995579, 0, 1576389, 14274979, 1576246, 14274972, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.oh_b18884", "b18882.1.2.3", "b18884.1.2.3", 4480, 6,  0, 0, 7.1995579, 0, 1594721, 14285981, 1595017, 14286063, 16711680, 2, 0, 0, 0, 0, 16, 1
Line, "Line.oh_b15821", "b13932.3", "b15821.3", 4672, 2,  0, 0, 7.1995579, 0, 1580600, 14278201, 1580577, 14277876, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.oh_b388", "b4888.1.2.3", "b388.1.2.3", 4736, 6,  0, 0, 7.1995579, 0, 1585337, 14281383, 1585429, 14281444, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.oh_b18938", "b18936.1.2.3", "b18938.1.2.3", 4928, 6,  0, 0, 7.1995579, 0, 1601832, 14289172, 1602092, 14289330, 16711680, 2, 0, 0, 0, 0, 16, 1
Line, "Line.oh_b47665", "b19046.1.2.3", "b47665.1.2.3", 5120, 6,  0, 0, 7.1995579, 0, 1581549, 14282477, 1581600, 14282448, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.oh_b61248", "b60928.3", "b61248.3", 5312, 2,  0, 0, 7.1995579, 0, 1596579, 14280907, 1596538, 14280959, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.oh_b18850", "b18849.1.2.3", "b18850.1.2.3", 5376, 6,  0, 0, 7.1995579, 0, 1589946, 14284692, 1590088, 14284728, 16711680, 2, 0, 0, 0, 0, 16, 1
Line, "Line.oh_b4962", "b4963.1.2.3", "b4962.1.2.3", 5568, 6,  0, 0, 7.1995579, 0, 1588340, 14278494, 1588189, 14278643, 16711680, 5, 0, 0, 0, 0, 16, 1
Line, "Line.oh_b18866", "b18865reg.1.2.3", "b18866.1.2.3", 5760, 6,  0, 0, 7.1995579, 0, 1592229, 14285305, 1592372, 14285345, 16711680, 2, 0, 0, 0, 0, 16, 1
Line, "Line.ug_6060229368", "b19018.2", "6060229368.2", 5952, 2,  0, 0, 7.1995579, 0, 1606675, 14293367, 1606015, 14293681, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.oh_b52162", "b46976.1", "b52162.1", 6016, 2,  0, 0, 7.1995579, 0, 1601806, 14297057, 1601865, 14297286, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.oh_g43337", "g43336.1", "g43337.1", 6080, 2,  0, 0, 7.1995579, 0, 1606465, 14292801, 1606575, 14292751, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.oh_b66283", "b4579.1.2.3", "b66283.1.2.3", 6144, 6,  0, 0, 7.1995579, 0, 1579555, 14289018, 1579167, 14289645, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.oh_b18977", "b18976.3", "b18977.3", 6336, 2,  0, 0, 7.1995579, 0, 1606929, 14292286, 1607040, 14292352, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.oh_b18839", "b18837.1.2.3", "b18839.1.2.3", 6400, 6,  0, 0, 7.1995579, 0, 1588234, 14284228, 1588515, 14284301, 16711680, 2, 0, 0, 0, 0, 16, 1
